symbol,cname,series,list_date,paid_up_value,market_lot,isin,face_value,calculated
NECLIFE,Nectar Lifesciences Limited,EQ,18-JUL-2005,1,1,INE023H01027,1,NECLIFE.NS
NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2,NELCAST.NS
NELCO,NELCO Limited,BE,28-MAY-2003,10,1,INE045B01015,10,NELCO.NS
NEOGEN,Neogen Chemicals Limited,BE,08-MAY-2019,10,1,INE136S01016,10,NEOGEN.NS
NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2,NESCO.NS
NESTLEIND,Nestle India Limited,EQ,08-JAN-2010,10,1,INE239A01016,10,NESTLEIND.NS
NETWORK18,Network18 Media & Investments Limited,EQ,02-FEB-2007,5,1,INE870H01013,5,NETWORK18.NS
NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,INE794A01010,10,NEULANDLAB.NS
NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10,1,INE619B01017,10,NEWGEN.NS
NEXTMEDIA,Next Mediaworks Limited,BE,04-APR-2001,10,1,INE747B01016,10,NEXTMEDIA.NS
NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10,NFL.NS
NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10,1,INE410P01011,10,NH.NS
NHPC,NHPC Limited,EQ,01-SEP-2009,10,1,INE848E01016,10,NHPC.NS
NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5,1,INE470Y01017,5,NIACL.NS
NIBL,NRB Industrial Bearings Limited,BE,09-APR-2013,2,1,INE047O01014,2,NIBL.NS
NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,INE161A01038,2,NIITLTD.NS
NIITTECH,NIIT Technologies Limited,EQ,30-AUG-2004,10,1,INE591G01017,10,NIITTECH.NS
NILAINFRA,Nila Infrastructures Limited,EQ,21-MAY-2015,1,1,INE937C01029,1,NILAINFRA.NS
NILASPACES,Nila Spaces Limited,EQ,28-DEC-2018,1,1,INE00S901012,1,NILASPACES.NS
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10,NILKAMAL.NS
NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,10,1,INE567A01010,10,NIPPOBATRY.NS
NIRAJISPAT,Niraj Ispat Industries Limited,BE,27-OCT-2016,10,1,INE326T01011,10,NIRAJISPAT.NS
NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,INE858F01012,10,NITCO.NS
NITINFIRE,Nitin Fire Protection Industries Limited,BZ,05-JUN-2007,2,1,INE489H01020,2,NITINFIRE.NS
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10,NITINSPIN.NS
NKIND,NK Industries Limited,EQ,07-JUL-1995,10,1,INE542C01019,10,NKIND.NS
NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10,1,INE589A01014,10,NLCINDIA.NS
NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,INE584A01023,1,NMDC.NS
NOCIL,NOCIL Limited,EQ,17-JAN-1996,10,1,INE163A01018,10,NOCIL.NS
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,06-DEC-2002,10,1,INE781B01015,10,NOIDATOLL.NS
NORBTEAEXP,Norben Tea & Exports Limited,EQ,26-JUN-1996,10,1,INE369C01017,10,NORBTEAEXP.NS
NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10,1,INE740D01017,10,NRAIL.NS
NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,INE349A01021,2,NRBBEARING.NS
NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10,1,INE023A01030,10,NSIL.NS
NTL,Neueon Towers Limited,EQ,11-SEP-2013,10,1,INE333I01036,10,NTL.NS
NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,INE733E01010,10,NTPC.NS
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,INE096B01018,10,NUCLEUS.NS
NXTDIGITAL,NXTDIGITAL LIMITED,EQ,24-APR-2007,10,1,INE353A01023,10,NXTDIGITAL.NS
OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,5,1,INE959C01023,5,OAL.NS
OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,INE093I01010,10,OBEROIRLTY.NS
OCCL,Oriental Carbon & Chemicals Limited,EQ,27-JAN-2016,10,1,INE321D01016,10,OCCL.NS
OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5,1,INE881D01027,5,OFSS.NS
OIL,Oil India Limited,EQ,30-SEP-2009,10,1,INE274J01014,10,OIL.NS
OILCOUNTUB,Oil Country Tubular Limited,BE,30-AUG-1995,10,1,INE591A01010,10,OILCOUNTUB.NS
OISL,OCL Iron and Steel Limited,BE,01-AUG-2008,1,1,INE196J01019,1,OISL.NS
OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,4,1,INE260D01016,4,OLECTRA.NS
OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,10,1,INE090B01011,10,OMAXAUTO.NS
OMAXE,Omaxe Limited,EQ,09-AUG-2007,10,1,INE800H01010,10,OMAXE.NS
OMKARCHEM,Omkar Speciality Chemicals Limited,BE,10-FEB-2011,10,1,INE474L01016,10,OMKARCHEM.NS
OMMETALS,OM Metals Infraprojects Limited,EQ,17-JUN-2011,1,1,INE239D01028,1,OMMETALS.NS
ONELIFECAP,Onelife Capital Advisors Limited,EQ,17-OCT-2011,10,1,INE912L01015,10,ONELIFECAP.NS
ONEPOINT,One Point One Solutions Limited,EQ,09-MAY-2019,10,1,INE840Y01011,10,ONEPOINT.NS
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5,1,INE213A01029,5,ONGC.NS
ONMOBILE,OnMobile Global Limited,EQ,19-FEB-2008,10,1,INE809I01019,10,ONMOBILE.NS
ONWARDTEC,Onward Technologies Limited,EQ,07-MAR-2001,10,1,INE229A01017,10,ONWARDTEC.NS
OPTIEMUS,Optiemus Infracom Limited,BE,08-AUG-2017,10,1,INE350C01017,10,OPTIEMUS.NS
OPTOCIRCUI,Opto Circuits (India) Limited,BE,25-AUG-2003,10,1,INE808B01016,10,OPTOCIRCUI.NS
ORBTEXP,Orbit Exports Limited,EQ,05-NOV-2013,10,1,INE231G01010,10,ORBTEXP.NS
ORICONENT,Oricon Enterprises Limited,EQ,24-JUL-2015,2,1,INE730A01022,2,ORICONENT.NS
ORIENTABRA,Orient Abrasives Limited,EQ,15-DEC-2005,1,1,INE569C01020,1,ORIENTABRA.NS
ORIENTALTL,Oriental Trimex Limited,EQ,07-MAR-2007,10,1,INE998H01012,10,ORIENTALTL.NS
ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,10,1,INE607D01018,10,ORIENTBELL.NS
ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,1,1,INE876N01018,1,ORIENTCEM.NS
ORIENTELEC,Orient Electric Limited,EQ,14-MAY-2018,1,1,INE142Z01019,1,ORIENTELEC.NS
ORIENTHOT,Oriental Hotels Limited,EQ,27-AUG-1998,1,1,INE750A01020,1,ORIENTHOT.NS
ORIENTLTD,Orient Press Limited,EQ,03-MAR-2010,10,1,INE609C01024,10,ORIENTLTD.NS
ORIENTPPR,Orient Paper & Industries Limited,EQ,29-MAR-1995,1,1,INE592A01026,1,ORIENTPPR.NS
ORIENTREF,Orient Refractories Limited,EQ,12-MAR-2012,1,1,INE743M01012,1,ORIENTREF.NS
ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,29-SEP-2010,1,1,INE725E01024,1,ORISSAMINE.NS
ORTEL,Ortel Communications Limited,BZ,19-MAR-2015,10,1,INE849L01019,10,ORTEL.NS
ORTINLABSS,Ortin Laboratories Limited,BE,21-AUG-2015,10,1,INE749B01012,10,ORTINLABSS.NS
OSWALAGRO,Oswal Agro Mills Limited,EQ,29-MAR-1995,10,1,INE142A01012,10,OSWALAGRO.NS
PAEL,PAE Limited,EQ,12-APR-1995,10,1,INE766A01018,10,PAEL.NS
PAGEIND,Page Industries Limited,EQ,16-MAR-2007,10,1,INE761H01022,10,PAGEIND.NS
PAISALO,Paisalo Digital Limited,EQ,17-OCT-2011,10,1,INE420C01042,10,PAISALO.NS
PALASHSECU,Palash Securities Limited,EQ,28-JUL-2017,10,1,INE471W01019,10,PALASHSECU.NS
PALREDTEC,Palred Technologies Limited,EQ,09-MAY-2016,10,1,INE218G01033,10,PALREDTEC.NS
PANACEABIO,Panacea Biotec Limited,EQ,17-APR-1996,1,1,INE922B01023,1,PANACEABIO.NS
PANACHE,Panache Digilife Limited,EQ,06-JAN-2020,10,1,INE895W01019,10,PANACHE.NS
PANAMAPET,Panama Petrochem Limited,EQ,30-SEP-2011,2,1,INE305C01029,2,PANAMAPET.NS
PAPERPROD,Huhtamaki PPL Limited,EQ,01-OCT-2004,2,1,INE275B01026,2,PAPERPROD.NS
PARABDRUGS,Parabolic Drugs Limited,BZ,01-JUL-2010,10,1,INE618H01016,10,PARABDRUGS.NS
PARACABLES,Paramount Communications Limited,EQ,03-JAN-2007,2,1,INE074B01023,2,PARACABLES.NS
PARAGMILK,Parag Milk Foods Limited,EQ,19-MAY-2016,10,1,INE883N01014,10,PARAGMILK.NS
PARSVNATH,Parsvnath Developers Limited,BE,30-NOV-2006,5,1,INE561H01026,5,PARSVNATH.NS
PATELENG,Patel Engineering Limited,EQ,24-FEB-2005,1,1,INE244B01030,1,PATELENG.NS
PATINTLOG,Patel Integrated Logistics Limited,EQ,11-JAN-2008,10,1,INE529D01014,10,PATINTLOG.NS
PATSPINLTD,Patspin India Limited,BE,10-MAY-1995,10,1,INE790C01014,10,PATSPINLTD.NS
PCJEWELLER,PC Jeweller Limited,BE,27-DEC-2012,10,1,INE785M01013,10,PCJEWELLER.NS
PDMJEPAPER,Pudumjee Paper Products Limited,EQ,30-MAR-2016,1,1,INE865T01018,1,PDMJEPAPER.NS
PDSMFL,PDS Multinational Fashions Limited,EQ,21-OCT-2014,10,1,INE111Q01013,10,PDSMFL.NS
PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,10,1,INE844A01013,10,PEARLPOLY.NS
PEL,Piramal Enterprises Limited,EQ,08-FEB-1995,2,1,INE140A01024,2,PEL.NS
PENIND,Pennar Industries Limited,EQ,25-NOV-2010,5,1,INE932A01024,5,PENIND.NS
PENINLAND,Peninsula Land Limited,BE,08-FEB-1995,2,1,INE138A01028,2,PENINLAND.NS
PERSISTENT,Persistent Systems Limited,EQ,06-APR-2010,10,1,INE262H01013,10,PERSISTENT.NS
PETRONET,Petronet LNG Limited,EQ,26-MAR-2004,10,1,INE347G01014,10,PETRONET.NS
PFC,Power Finance Corporation Limited,EQ,23-FEB-2007,10,1,INE134E01011,10,PFC.NS
PFIZER,Pfizer Limited,EQ,28-APR-1999,10,1,INE182A01018,10,PFIZER.NS
PFOCUS,Prime Focus Limited,EQ,20-JUN-2006,1,1,INE367G01038,1,PFOCUS.NS
PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,10,1,INE560K01014,10,PFS.NS
PGEL,PG Electroplast Limited,EQ,26-SEP-2011,10,1,INE457L01011,10,PGEL.NS
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,07-JUL-2004,10,1,INE179A01014,10,PGHH.NS
PGHL,Procter & Gamble Health Limited,EQ,24-APR-1996,10,1,INE199A01012,10,PGHL.NS
PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,10,1,INE940H01014,10,PGIL.NS
PHILIPCARB,Phillips Carbon Black Limited,EQ,29-MAR-1995,2,1,INE602A01023,2,PHILIPCARB.NS
PHOENIXLTD,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2,PHOENIXLTD.NS
PIDILITIND,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1,PIDILITIND.NS
PIIND,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1,PIIND.NS
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10,1,INE417C01014,10,PILANIINVS.NS
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ,07-OCT-2013,1,1,INE600A01035,1,PILITA.NS
PIONDIST,Pioneer Distilleries Limited,BE,15-JUN-2010,10,1,INE889E01010,10,PIONDIST.NS
PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,INE156C01018,10,PIONEEREMB.NS
PITTIENG,Pitti Engineering Limited,EQ,02-FEB-2007,5,1,INE450D01021,5,PITTIENG.NS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,BE,19-AUG-2015,10,1,INE431F01018,10,PKTEA.NS
PLASTIBLEN,Plastiblends India Limited,EQ,28-DEC-2006,5,1,INE083C01022,5,PLASTIBLEN.NS
PNB,Punjab National Bank,EQ,24-APR-2002,2,1,INE160A01022,2,PNB.NS
PNBGILTS,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10,PNBGILTS.NS
PNBHOUSING,PNB Housing Finance Limited,EQ,07-NOV-2016,10,1,INE572E01012,10,PNBHOUSING.NS
PNC,Pritish Nandy Communications Limited,EQ,11-DEC-2000,10,1,INE392B01011,10,PNC.NS
PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,2,1,INE195J01029,2,PNCINFRA.NS
PODDARHOUS,Poddar Housing and Development Limited,EQ,10-APR-2017,10,1,INE888B01018,10,PODDARHOUS.NS
PODDARMENT,Poddar Pigments Limited,EQ,22-NOV-2016,10,1,INE371C01013,10,PODDARMENT.NS
POKARNA,Pokarna Limited,BE,07-JUL-2016,2,1,INE637C01025,2,POKARNA.NS
POLYCAB,Polycab India Limited,EQ,16-APR-2019,10,1,INE455K01017,10,POLYCAB.NS
POLYMED,Poly Medicure Limited,EQ,07-DEC-2011,5,1,INE205C01021,5,POLYMED.NS
POLYPLEX,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,INE633B01018,10,POLYPLEX.NS
PONNIERODE,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10,PONNIERODE.NS
POWERGRID,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10,POWERGRID.NS
POWERINDIA,ABB Power Products and Systems India Limited,EQ,30-MAR-2020,2,1,INE07Y701011,2,POWERINDIA.NS
POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10,POWERMECH.NS
PPAP,PPAP Automotive Limited,EQ,11-JAN-2008,10,1,INE095I01015,10,PPAP.NS
PPL,Prakash Pipes Limited,EQ,14-JUN-2019,10,1,INE050001010,10,PPL.NS
PRABHAT,Prabhat Dairy Limited,EQ,21-SEP-2015,10,1,INE302M01033,10,PRABHAT.NS
PRADIP,Pradip Overseas Limited,EQ,05-APR-2010,10,1,INE495J01015,10,PRADIP.NS
PRAENG,Prajay Engineers Syndicate Limited,EQ,02-JAN-2007,10,1,INE505C01016,10,PRAENG.NS
PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2,PRAJIND.NS
PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10,PRAKASH.NS
PRAKASHSTL,Prakash Steelage Limited,BE,25-AUG-2010,1,1,INE696K01024,1,PRAKASHSTL.NS
PRAXIS,Praxis Home Retail Limited,EQ,31-JAN-2018,5,1,INE546Y01022,5,PRAXIS.NS
PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10,PRECAM.NS
PRECOT,Precot Meridian Limited,EQ,19-AUG-2005,10,1,INE283A01014,10,PRECOT.NS
PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,5,1,INE372C01029,5,PRECWIRE.NS
PREMEXPLN,Premier Explosives Limited,BE,17-JUN-2016,10,1,INE863B01011,10,PREMEXPLN.NS
PREMIER,Premier Limited,EQ,03-APR-1996,10,1,INE342A01018,10,PREMIER.NS
PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,5,1,INE309M01012,5,PREMIERPOL.NS
PRESSMN,Pressman Advertising Limited,EQ,05-JAN-2005,2,1,INE980A01023,2,PRESSMN.NS
PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10,PRESTIGE.NS
PRICOLLTD,Pricol Limited,BE,10-FEB-2017,1,1,INE726V01018,1,PRICOLLTD.NS
PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5,PRIMESECU.NS
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10,PRINCEPIPE.NS
PROSEED,Proseed India Limited,EQ,16-OCT-2012,1,1,INE217G01027,1,PROSEED.NS
PROZONINTU,Prozone Intu Properties Limited,BE,12-SEP-2012,2,1,INE195N01013,2,PROZONINTU.NS
PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,10,1,INE010A01011,10,PRSMJOHNSN.NS
PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10,PSB.NS
PSPPROJECT,PSP Projects Limited,EQ,29-MAY-2017,10,1,INE488V01015,10,PSPPROJECT.NS
PTC,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10,PTC.NS
PTL,PTL Enterprises Limited,EQ,29-JAN-2007,2,1,INE034D01031,2,PTL.NS
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10,PUNJABCHEM.NS
PUNJLLOYD,Punj Lloyd Limited,BZ,06-JAN-2006,2,1,INE701B01021,2,PUNJLLOYD.NS
PURVA,Puravankara Limited,EQ,30-AUG-2007,5,1,INE323I01011,5,PURVA.NS
PVR,PVR Limited,EQ,04-JAN-2006,10,1,INE191H01014,10,PVR.NS
QUESS,Quess Corp Limited,EQ,12-JUL-2016,10,1,INE615P01015,10,QUESS.NS
QUICKHEAL,Quick Heal Technologies Limited,EQ,18-FEB-2016,10,1,INE306L01010,10,QUICKHEAL.NS
RADAAN,Radaan Mediaworks India Limited,EQ,27-FEB-2003,2,1,INE874F01027,2,RADAAN.NS
RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2,RADICO.NS
RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2,RADIOCITY.NS
RAIN,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2,RAIN.NS
RAJESHEXPO,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1,RAJESHEXPO.NS
RAJRAYON,Raj Rayon Industries Limited,BZ,04-JAN-2007,1,1,INE533D01024,1,RAJRAYON.NS
RAJSREESUG,Rajshree Sugars & Chemicals Limited,BE,29-MAR-1995,10,1,INE562B01019,10,RAJSREESUG.NS
RAJTV,Raj Television Network Limited,EQ,16-MAR-2007,5,1,INE952H01027,5,RAJTV.NS
RALLIS,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1,RALLIS.NS
RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10,1,INE278B01020,10,RAMANEWS.NS
RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,5,1,INE230R01027,5,RAMASTEEL.NS
RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1,RAMCOCEM.NS
RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1,RAMCOIND.NS
RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10,RAMCOSYS.NS
RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10,RAMKY.NS
RANASUG,Rana Sugars Limited,BE,24-FEB-2005,10,1,INE625B01014,10,RANASUG.NS
RANEENGINE,Rane Engine Valve Limited,BE,24-JUN-2008,10,1,INE222J01013,10,RANEENGINE.NS
RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10,RANEHOLDIN.NS
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2,RATNAMANI.NS
RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10,RAYMOND.NS
RBL,Rane Brake Lining Limited,EQ,20-JUN-2008,10,1,INE244J01017,10,RBL.NS
RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10,RBLBANK.NS
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10,RCF.NS
RCOM,Reliance Communications Limited,BE,06-MAR-2006,5,1,INE330H01018,5,RCOM.NS
RECLTD,REC Limited,EQ,12-MAR-2008,10,1,INE020B01018,10,RECLTD.NS
REDINGTON,Redington (India) Limited,EQ,15-FEB-2007,2,1,INE891D01026,2,REDINGTON.NS
REFEX,Refex Industries Limited,EQ,03-DEC-2009,10,1,INE056I01017,10,REFEX.NS
RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1,RELAXO.NS
RELCAPITAL,Reliance Capital Limited,BE,29-NOV-1995,10,1,INE013A01015,10,RELCAPITAL.NS
RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10,RELIANCE.NS
RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10,RELIGARE.NS
RELINFRA,Reliance Infrastructure Limited,BE,08-FEB-1995,10,1,INE036A01016,10,RELINFRA.NS
REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,10,1,INE474C01015,10,REMSONSIND.NS
RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1,RENUKA.NS
REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10,REPCOHOME.NS
REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10,REPRO.NS
RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1,RESPONIND.NS
REVATHI,Revathi Equipment Limited,EQ,11-AUG-2005,10,1,INE617A01013,10,REVATHI.NS
RGL,Renaissance Global Limited,EQ,12-DEC-2007,10,1,INE722H01016,10,RGL.NS
RHFL,Reliance Home Finance Limited,BE,22-SEP-2017,10,1,INE217K01011,10,RHFL.NS
RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1,RICOAUTO.NS
RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10,RIIL.NS
RITES,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10,RITES.NS
RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10,1,INE722J01012,10,RKDL.NS
RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,10,1,INE399G01015,10,RKFORGE.NS
RMCL,Radha Madhav Corporation Limited,BE,26-NOV-2007,10,1,INE172H01014,10,RMCL.NS
RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10,RML.NS
RNAVAL,Reliance Naval and Engineering Limited,BE,09-OCT-2009,10,1,INE542F01012,10,RNAVAL.NS
ROHITFERRO,Rohit Ferro-Tech Limited,BE,13-APR-2006,10,1,INE248H01012,10,ROHITFERRO.NS
ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10,ROHLTD.NS
ROLLT,Rollatainers Limited,BE,22-NOV-2016,1,1,INE927A01040,1,ROLLT.NS
ROLTA,Rolta India Limited,BE,01-MAR-1995,10,1,INE293A01013,10,ROLTA.NS
ROSSELLIND,Rossell India Limited,EQ,25-SEP-2012,2,1,INE847C01020,2,ROSSELLIND.NS
RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8,RPGLIFE.NS
RPOWER,Reliance Power Limited,EQ,11-FEB-2008,10,1,INE614G01033,10,RPOWER.NS
RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,10,1,INE324L01013,10,RPPINFRA.NS
RSSOFTWARE,R. S. Software (India) Limited,EQ,19-MAY-1999,5,1,INE165B01029,5,RSSOFTWARE.NS
RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10,RSWM.NS
RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1,RSYSTEMS.NS
RTNINFRA,RattanIndia Infrastructure Limited,BE,30-JUL-2012,2,1,INE834M01019,2,RTNINFRA.NS
RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,10,1,INE399K01017,10,RTNPOWER.NS
RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5,RUBYMILLS.NS
RUCHI,Ruchi Soya Industries Limited,BE,24-JAN-2020,2,1,INE619A01035,2,RUCHI.NS
RUCHINFRA,Ruchi Infrastructure Limited,BE,16-OCT-1996,1,1,INE413B01023,1,RUCHINFRA.NS
RUCHIRA,Ruchira Papers Limited,EQ,20-DEC-2006,10,1,INE803H01014,10,RUCHIRA.NS
RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1,RUPA.NS
RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,10,1,INE573K01017,10,RUSHIL.NS
RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10,RVNL.NS
S&SPOWER,S&S Power Switchgears Limited,BE,27-SEP-1995,10,1,INE902B01017,10,S&SPOWER.NS
SABEVENTS,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10,1,INE860T01019,10,SABEVENTS.NS
SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1,SADBHAV.NS
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10,1,INE764L01010,10,SADBHIN.NS
SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2,SAFARI.NS
SAGARDEEP,Sagardeep Alloys Limited,BE,25-JAN-2019,10,1,INE976T01013,10,SAGARDEEP.NS
SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,10,1,INE229C01013,10,SAGCEM.NS
SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10,SAIL.NS
SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10,SAKAR.NS
SAKHTISUG,Sakthi Sugars Limited,BE,06-SEP-1995,10,1,INE623A01011,10,SAKHTISUG.NS
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,10,1,INE667G01015,10,SAKSOFT.NS
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1,SAKUMA.NS
SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,10,1,INE170V01019,10,SALASAR.NS
SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10,SALONA.NS
SALSTEEL,S.A.L. Steel Limited,BE,24-NOV-2004,10,1,INE658G01014,10,SALSTEEL.NS
SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10,SALZERELEC.NS
SAMBHAAV,Sambhaav Media Limited,EQ,05-JUN-1996,1,1,INE699B01027,1,SAMBHAAV.NS
SANCO,Sanco Industries Limited,EQ,22-NOV-2016,10,1,INE782L01012,10,SANCO.NS
SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10,SANDESH.NS
SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10,SANDHAR.NS
