symbol,cname,series,list_date,paid_up_value,market_lot,isin,face_value,calculated
GLOBUSSPR,Globus Spirits Limited,EQ,23-SEP-2009,10,1,INE615I01010,10,GLOBUSSPR.NS
GMBREW,GM Breweries Limited,EQ,23-AUG-1995,10,1,INE075D01018,10,GMBREW.NS
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,17-DEC-1997,2,1,INE131A01031,2,GMDCLTD.NS
GMMPFAUDLR,GMM Pfaudler Limited,EQ,05-MAR-2018,2,1,INE541A01023,2,GMMPFAUDLR.NS
GMRINFRA,GMR Infrastructure Limited,EQ,21-AUG-2006,1,1,INE776C01039,1,GMRINFRA.NS
GNA,GNA Axles Limited,EQ,26-SEP-2016,10,1,INE934S01014,10,GNA.NS
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-MAY-1995,10,1,INE113A01013,10,GNFC.NS
GOACARBON,Goa Carbon Limited,BE,05-JUN-2007,10,1,INE426D01013,10,GOACARBON.NS
GOCLCORP,GOCL Corporation Limited,EQ,26-JUN-2014,2,1,INE077F01035,2,GOCLCORP.NS
GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,INE260B01028,2,GODFRYPHLP.NS
GODREJAGRO,Godrej Agrovet Limited,EQ,16-OCT-2017,10,1,INE850D01014,10,GODREJAGRO.NS
GODREJCP,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,INE102D01028,1,GODREJCP.NS
GODREJIND,Godrej Industries Limited,EQ,25-FEB-2003,1,1,INE233A01035,1,GODREJIND.NS
GODREJPROP,Godrej Properties Limited,EQ,05-JAN-2010,5,1,INE484J01027,5,GODREJPROP.NS
GOENKA,Goenka Diamond and Jewels Limited,BZ,16-APR-2010,1,1,INE516K01024,1,GOENKA.NS
GOKEX,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5,GOKEX.NS
GOKUL,Gokul Refoils and Solvent Limited,EQ,04-JUN-2008,2,1,INE020J01029,2,GOKUL.NS
GOKULAGRO,Gokul Agro Resources Limited,EQ,11-MAR-2016,2,1,INE314T01025,2,GOKULAGRO.NS
GOLDENTOBC,Golden Tobacco Limited,EQ,08-FEB-1995,10,1,INE973A01010,10,GOLDENTOBC.NS
GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,10,1,INE025B01017,10,GOLDIAM.NS
GOLDTECH,Goldstone Technologies Limited,EQ,11-APR-2001,10,1,INE805A01014,10,GOLDTECH.NS
GOODLUCK,Goodluck India Limited,EQ,08-JAN-2015,2,1,INE127I01024,2,GOODLUCK.NS
GPIL,Godawari Power And Ispat limited,EQ,25-APR-2006,10,1,INE177H01013,10,GPIL.NS
GPPL,Gujarat Pipavav Port Limited,EQ,09-SEP-2010,10,1,INE517F01014,10,GPPL.NS
GPTINFRA,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,INE390G01014,10,GPTINFRA.NS
GRANULES,Granules India Limited,EQ,20-JUN-2005,1,1,INE101D01020,1,GRANULES.NS
GRAPHITE,Graphite India Limited,EQ,07-FEB-2003,2,1,INE371A01025,2,GRAPHITE.NS
GRASIM,Grasim Industries Limited,EQ,10-MAY-1995,2,1,INE047A01021,2,GRASIM.NS
GRAVITA,Gravita India Limited,EQ,16-NOV-2010,2,1,INE024L01027,2,GRAVITA.NS
GREAVESCOT,Greaves Cotton Limited,EQ,09-SEP-2004,2,1,INE224A01026,2,GREAVESCOT.NS
GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,5,1,INE544R01013,5,GREENLAM.NS
GREENPANEL,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,INE08ZM01014,1,GREENPANEL.NS
GREENPLY,Greenply Industries Limited,EQ,06-MAR-1996,1,1,INE461C01038,1,GREENPLY.NS
GREENPOWER,Orient Green Power Company Limited,EQ,08-OCT-2010,10,1,INE999K01014,10,GREENPOWER.NS
GRINDWELL,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5,GRINDWELL.NS
GROBTEA,The Grob Tea Company Limited,EQ,14-JUL-2016,10,1,INE646C01018,10,GROBTEA.NS
GRPLTD,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10,GRPLTD.NS
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-OCT-2018,10,1,INE382Z01011,10,GRSE.NS
GSCLCEMENT,Gujarat Sidhee Cement Limited,EQ,15-MAY-2013,10,1,INE542A01039,10,GSCLCEMENT.NS
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2,GSFC.NS
GSPL,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10,GSPL.NS
GSS,GSS Infotech Limited,EQ,07-MAR-2008,10,1,INE871H01011,10,GSS.NS
GTL,GTL Limited,BE,29-MAR-1995,10,1,INE043A01012,10,GTL.NS
GTLINFRA,GTL Infrastructure Limited,BE,09-NOV-2006,10,1,INE221H01019,10,GTLINFRA.NS
GTNIND,GTN Industries Limited,EQ,02-AUG-1995,10,1,INE537A01013,10,GTNIND.NS
GTNTEX,GTN Textiles Limited,BE,18-MAY-2006,10,1,INE302H01017,10,GTNTEX.NS
GTPL,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10,GTPL.NS
GUFICBIO,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1,GUFICBIO.NS
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10,GUJALKALI.NS
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,04-JUN-2007,10,1,INE826C01016,10,GUJAPOLLO.NS
GUJGASLTD,Gujarat Gas Limited,EQ,15-SEP-2015,2,1,INE844O01030,2,GUJGASLTD.NS
GUJRAFFIA,Gujarat Raffia Industries Limited,BE,09-OCT-1996,10,1,INE610B01024,10,GUJRAFFIA.NS
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2,GULFOILLUB.NS
GULFPETRO,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5,GULFPETRO.NS
GULPOLY,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1,GULPOLY.NS
GVKPIL,GVK Power & Infrastructure Limited,EQ,27-FEB-2006,1,1,INE251H01024,1,GVKPIL.NS
HAL,Hindustan Aeronautics Limited,EQ,28-MAR-2018,10,1,INE066F01012,10,HAL.NS
HARITASEAT,Harita Seating Systems Limited,EQ,06-APR-2009,10,1,INE939D01015,10,HARITASEAT.NS
HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-FEB-1995,10,1,INE544A01019,10,HARRMALAYA.NS
HATHWAY,Hathway Cable & Datacom Limited,EQ,25-FEB-2010,2,1,INE982F01036,2,HATHWAY.NS
HATSUN,Hatsun Agro Product Limited,EQ,20-JUN-2014,1,1,INE473B01035,1,HATSUN.NS
HAVELLS,Havells India Limited,EQ,21-MAR-2001,1,1,INE176B01034,1,HAVELLS.NS
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BE,16-FEB-2000,2,1,INE293B01029,2,HAVISHA.NS
HBLPOWER,HBL Power Systems Limited,EQ,04-JAN-2007,1,1,INE292B01021,1,HBLPOWER.NS
HBSL,HB Stockholdings Limited,EQ,23-JUL-2018,10,1,INE550B01022,10,HBSL.NS
HCC,Hindustan Construction Company Limited,EQ,01-APR-2003,1,1,INE549A01026,1,HCC.NS
HCG,Healthcare Global Enterprises Limited,EQ,30-MAR-2016,10,1,INE075I01017,10,HCG.NS
HCL-INSYS,HCL Infosystems Limited,BE,01-JAN-1997,2,1,INE236A01020,2,HCL-INSYS.NS
HCLTECH,HCL Technologies Limited,EQ,06-JAN-2000,2,1,INE860A01027,2,HCLTECH.NS
HDFC,Housing Development Finance Corporation Limited,EQ,23-OCT-1996,2,1,INE001A01036,2,HDFC.NS
HDFCAMC,HDFC Asset Management Company Limited,EQ,06-AUG-2018,5,1,INE127D01025,5,HDFCAMC.NS
HDFCBANK,HDFC Bank Limited,EQ,08-NOV-1995,1,1,INE040A01034,1,HDFCBANK.NS
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,17-NOV-2017,10,1,INE795G01014,10,HDFCLIFE.NS
HDIL,Housing Development and Infrastructure Limited,BZ,24-JUL-2007,10,1,INE191I01012,10,HDIL.NS
HEG,HEG Limited,EQ,10-MAY-1995,10,1,INE545A01016,10,HEG.NS
HEIDELBERG,HeidelbergCement India Limited,EQ,15-MAR-1995,10,1,INE578A01017,10,HEIDELBERG.NS
HERCULES,Hercules Hoists Limited,EQ,19-FEB-2008,1,1,INE688E01024,1,HERCULES.NS
HERITGFOOD,Heritage Foods Limited,EQ,27-NOV-1996,5,1,INE978A01027,5,HERITGFOOD.NS
HEROMOTOCO,Hero MotoCorp Limited,EQ,11-APR-2003,2,1,INE158A01026,2,HEROMOTOCO.NS
HESTERBIO,Hester Biosciences Limited,EQ,13-MAR-2015,10,1,INE782E01017,10,HESTERBIO.NS
HEXATRADEX,Hexa Tradex Limited,BE,20-APR-2012,2,1,INE750M01017,2,HEXATRADEX.NS
HEXAWARE,Hexaware Technologies Limited,EQ,14-JUN-2002,2,1,INE093A01033,2,HEXAWARE.NS
HFCL,HFCL Limited,EQ,09-MAR-2011,1,1,INE548A01028,1,HFCL.NS
HGINFRA,H.G. Infra Engineering Limited,EQ,09-MAR-2018,10,1,INE926X01010,10,HGINFRA.NS
HGS,Hinduja Global Solutions Limited,EQ,19-JUN-2007,10,1,INE170I01016,10,HGS.NS
HIKAL,Hikal Limited,EQ,14-FEB-2001,2,1,INE475B01022,2,HIKAL.NS
HIL,HIL Limited,EQ,26-APR-1995,10,1,INE557A01011,10,HIL.NS
HILTON,Hilton Metal Forging Limited,EQ,24-MAY-2007,10,1,INE788H01017,10,HILTON.NS
HIMATSEIDE,Himatsingka Seide Limited,EQ,08-FEB-1995,5,1,INE049A01027,5,HIMATSEIDE.NS
HINDALCO,Hindalco Industries Limited,EQ,08-JAN-1997,1,1,INE038A01020,1,HINDALCO.NS
HINDCOMPOS,Hindustan Composites Limited,EQ,08-MAY-1996,5,1,INE310C01029,5,HINDCOMPOS.NS
HINDCOPPER,Hindustan Copper Limited,EQ,15-SEP-2010,5,1,INE531E01026,5,HINDCOPPER.NS
HINDMOTORS,Hindustan Motors Limited,EQ,21-FEB-2011,5,1,INE253A01025,5,HINDMOTORS.NS
HINDNATGLS,Hindusthan National Glass & Industries Limited,EQ,15-APR-2009,2,1,INE952A01022,2,HINDNATGLS.NS
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-SEP-2003,10,1,INE345A01011,10,HINDOILEXP.NS
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-JUN-1998,10,1,INE094A01015,10,HINDPETRO.NS
HINDUNILVR,Hindustan Unilever Limited,EQ,06-JUL-1995,1,1,INE030A01027,1,HINDUNILVR.NS
HINDZINC,Hindustan Zinc Limited,EQ,21-NOV-2006,2,1,INE267A01025,2,HINDZINC.NS
HIRECT,Hind Rectifiers Limited,EQ,26-DEC-2006,2,1,INE835D01023,2,HIRECT.NS
HISARMETAL,Hisar Metal Industries Limited,EQ,05-JAN-2017,10,1,INE598C01011,10,HISARMETAL.NS
HITECH,Hi-Tech Pipes Limited,EQ,07-MAY-2018,10,1,INE106T01017,10,HITECH.NS
HITECHCORP,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,INE120D01012,10,HITECHCORP.NS
HITECHGEAR,The Hi-Tech Gears Limited,EQ,21-JAN-2002,10,1,INE127B01011,10,HITECHGEAR.NS
HLVLTD,HLV LIMITED,EQ,19-JUL-1995,2,1,INE102A01024,2,HLVLTD.NS
HMT,HMT Limited,BZ,29-AUG-2003,10,1,INE262A01018,10,HMT.NS
HMVL,Hindustan Media Ventures Limited,EQ,21-JUL-2010,10,1,INE871K01015,10,HMVL.NS
HNDFDS,Hindustan Foods Limited,EQ,19-AUG-2019,10,1,INE254N01018,10,HNDFDS.NS
HONAUT,Honeywell Automation India Limited,EQ,18-JUL-2003,10,1,INE671A01010,10,HONAUT.NS
HONDAPOWER,Honda Siel Power Products Limited,EQ,01-APR-2003,10,1,INE634A01018,10,HONDAPOWER.NS
HOTELRUGBY,Hotel Rugby Limited,BE,03-APR-1996,10,1,INE275F01019,10,HOTELRUGBY.NS
HOVS,HOV Services Limited,BE,27-SEP-2006,10,1,INE596H01014,10,HOVS.NS
HPL,HPL Electric & Power Limited,EQ,04-OCT-2016,10,1,INE495S01016,10,HPL.NS
HSCL,Himadri Speciality Chemical Limited,EQ,02-MAR-2007,1,1,INE019C01026,1,HSCL.NS
HSIL,HSIL Limited,EQ,31-MAY-2000,2,1,INE415A01038,2,HSIL.NS
HTMEDIA,HT Media Limited,BE,01-SEP-2005,2,1,INE501G01024,2,HTMEDIA.NS
HUBTOWN,Hubtown Limited,BE,07-FEB-2007,10,1,INE703H01016,10,HUBTOWN.NS
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-MAY-2017,10,1,INE031A01017,10,HUDCO.NS
IBREALEST,Indiabulls Real Estate Limited,EQ,23-MAR-2007,2,1,INE069I01010,2,IBREALEST.NS
IBULHSGFIN,Indiabulls Housing Finance Limited,EQ,23-JUL-2013,2,1,INE148I01020,2,IBULHSGFIN.NS
IBULISL,Indiabulls Integrated Services Limited,EQ,18-AUG-2011,2,1,INE126M01010,2,IBULISL.NS
IBVENTURES,Indiabulls Ventures Limited,EQ,02-APR-2008,2,1,INE274G01010,2,IBVENTURES.NS
ICICIBANK,ICICI Bank Limited,EQ,17-SEP-1997,2,1,INE090A01021,2,ICICIBANK.NS
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-SEP-2017,10,1,INE765G01017,10,ICICIGI.NS
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-SEP-2016,10,1,INE726G01019,10,ICICIPRULI.NS
ICIL,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,INE483B01026,2,ICIL.NS
ICRA,ICRA Limited,EQ,13-APR-2007,10,1,INE725G01011,10,ICRA.NS
IDBI,IDBI Bank Limited,EQ,20-SEP-1995,10,1,INE008A01015,10,IDBI.NS
IDEA,Vodafone Idea Limited,EQ,09-MAR-2007,10,1,INE669E01016,10,IDEA.NS
IDFC,IDFC Limited,EQ,12-AUG-2005,10,1,INE043D01016,10,IDFC.NS
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,INE092T01019,10,IDFCFIRSTB.NS
IEX,Indian Energy Exchange Limited,EQ,23-OCT-2017,1,1,INE022Q01020,1,IEX.NS
IFBAGRO,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,INE076C01018,10,IFBAGRO.NS
IFBIND,IFB Industries Limited,EQ,29-MAR-1995,10,1,INE559A01017,10,IFBIND.NS
IFCI,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10,IFCI.NS
IFGLEXPOR,IFGL Refractories Limited,EQ,14-NOV-2017,10,1,INE133Y01011,10,IFGLEXPOR.NS
IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10,IGARASHI.NS
IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,INE203G01027,2,IGL.NS
IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,INE204A01010,10,IGPL.NS
IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2,IIFL.NS
IIFLSEC,IIFL Securities Limited,EQ,20-SEP-2019,2,1,INE489L01022,2,IIFLSEC.NS
IIFLWAM,Iifl Wealth Management Limited,EQ,19-SEP-2019,2,1,INE466L01020,2,IIFLWAM.NS
IITL,Industrial Investment Trust Limited,BE,17-AUG-2010,10,1,INE886A01014,10,IITL.NS
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-OCT-2007,10,1,INE369I01014,10,IL&FSENGG.NS
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-MAR-2010,10,1,INE975G01012,10,IL&FSTRANS.NS
IMAGICAA,Imagicaaworld Entertainment Limited,BE,06-APR-2015,10,1,INE172N01012,10,IMAGICAA.NS
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10,1,INE919H01018,10,IMFA.NS
IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10,IMPAL.NS
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10,1,INE841B01017,10,INDBANK.NS
INDHOTEL,The Indian Hotels Company Limited,EQ,03-JUL-1996,1,1,INE053A01029,1,INDHOTEL.NS
INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10,1,INE383A01012,10,INDIACEM.NS
INDIAGLYCO,India Glycols Limited,EQ,01-JUL-2005,10,1,INE560A01015,10,INDIAGLYCO.NS
INDIAMART,Indiamart Intermesh Limited,EQ,04-JUL-2019,10,1,INE933S01016,10,INDIAMART.NS
INDIANB,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10,INDIANB.NS
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10,1,INE061A01014,10,INDIANCARD.NS
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2,1,INE323C01030,2,INDIANHUME.NS
INDIGO,InterGlobe Aviation Limited,EQ,10-NOV-2015,10,1,INE646L01027,10,INDIGO.NS
INDLMETER,IMP Powers Limited,BE,10-JAN-1996,10,1,INE065B01013,10,INDLMETER.NS
INDNIPPON,India Nippon Electricals Limited,EQ,07-MAY-1997,5,1,INE092B01025,5,INDNIPPON.NS
INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,INE873D01024,2,INDOCO.NS
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10,INDORAMA.NS
INDOSOLAR,Indosolar Limited,BZ,29-SEP-2010,10,1,INE866K01015,10,INDOSOLAR.NS
INDOSTAR,IndoStar Capital Finance Limited,EQ,21-MAY-2018,10,1,INE896L01010,10,INDOSTAR.NS
INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,INE332H01014,10,INDOTECH.NS
INDOTHAI,Indo Thai Securities Limited,EQ,02-NOV-2011,10,1,INE337M01013,10,INDOTHAI.NS
INDOWIND,Indowind Energy Limited,EQ,14-SEP-2007,10,1,INE227G01018,10,INDOWIND.NS
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10,1,INE681B01017,10,INDRAMEDCO.NS
INDSWFTLAB,Ind-Swift Laboratories Limited,BE,02-JUL-1997,10,1,INE915B01019,10,INDSWFTLAB.NS
INDSWFTLTD,Ind-Swift Limited,BE,18-OCT-2004,2,1,INE788B01028,2,INDSWFTLTD.NS
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2,INDTERRAIN.NS
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10,INDUSINDBK.NS
INEOSSTYRO,INEOS Styrolution India Limited,EQ,29-MAR-1995,10,1,INE189B01011,10,INEOSSTYRO.NS
INFIBEAM,Infibeam Avenues Limited,EQ,04-APR-2016,1,1,INE483S01020,1,INFIBEAM.NS
INFOBEAN,InfoBeans Technologies Limited,BE,15-JUL-2019,10,1,INE344S01016,10,INFOBEAN.NS
INFOMEDIA,Infomedia Press Limited,BE,12-OCT-2006,10,1,INE669A01022,10,INFOMEDIA.NS
INFRATEL,Bharti Infratel Limited,EQ,28-DEC-2012,10,1,INE121J01017,10,INFRATEL.NS
INFY,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5,INFY.NS
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10,INGERRAND.NS
INOXLEISUR,INOX Leisure Limited,EQ,23-FEB-2006,10,1,INE312H01016,10,INOXLEISUR.NS
INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10,INOXWIND.NS
INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10,INSECTICID.NS
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10,1,INE020G01017,10,INSPIRISYS.NS
INTEGRA,Integra Garments and Textiles Limited,EQ,20-AUG-2013,3,1,INE418N01027,3,INTEGRA.NS
INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5,INTELLECT.NS
INTENTECH,Intense Technologies Limited,EQ,23-MAR-2017,2,1,INE781A01025,2,INTENTECH.NS
INVENTURE,Inventure Growth & Securities Limited,BE,04-AUG-2011,10,1,INE878H01016,10,INVENTURE.NS
IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10,IOB.NS
IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10,IOC.NS
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,10,1,INE485C01011,10,IOLCP.NS
IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,2,1,INE571A01020,2,IPCALAB.NS
IRB,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,10,1,INE821I01014,10,IRB.NS
IRCON,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2,IRCON.NS
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,10,1,INE335Y01012,10,IRCTC.NS
ISEC,ICICI Securities Limited,EQ,04-APR-2018,5,1,INE763G01038,5,ISEC.NS
ISFT,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10,ISFT.NS
ISMTLTD,ISMT Limited,EQ,28-AUG-2007,5,1,INE732F01019,5,ISMTLTD.NS
ITC,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1,ITC.NS
ITDC,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10,ITDC.NS
ITDCEM,ITD Cementation India Limited,EQ,10-FEB-1999,1,1,INE686A01026,1,ITDCEM.NS
ITI,ITI Limited,EQ,15-SEP-2003,10,1,INE248A01017,10,ITI.NS
IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2,1,INE050B01023,2,IVC.NS
IVP,IVP Limited,BE,13-SEP-1995,10,1,INE043C01018,10,IVP.NS
IZMO,IZMO Limited,BE,05-FEB-2007,10,1,INE848A01014,10,IZMO.NS
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1,J&KBANK.NS
JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2,JAGRAN.NS
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,5,1,INE048B01027,5,JAGSNPHARM.NS
JAIBALAJI,Jai Balaji Industries Limited,BE,09-DEC-2003,10,1,INE091G01018,10,JAIBALAJI.NS
JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1,JAICORPLTD.NS
JAIHINDPRO,Jaihind Projects Limited,BZ,29-FEB-2012,10,1,INE343D01010,10,JAIHINDPRO.NS
JAINSTUDIO,Jain Studios Limited,BE,19-NOV-1997,10,1,INE486B01011,10,JAINSTUDIO.NS
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1,JAMNAAUTO.NS
JASH,Jash Engineering Limited,BE,30-OCT-2019,10,1,INE039O01011,10,JASH.NS
JAYAGROGN,Jayant Agro Organics Limited,BE,17-APR-1996,5,1,INE785A01026,5,JAYAGROGN.NS
JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-JAN-1996,5,1,INE571B01028,5,JAYBARMARU.NS
JAYNECOIND,Jayaswal Neco Industries Limited,BE,10-MAY-1995,10,1,INE854B01010,10,JAYNECOIND.NS
JAYSREETEA,Jayshree Tea & Industries Limited,BE,15-FEB-1995,5,1,INE364A01020,5,JAYSREETEA.NS
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,2,1,INE572A01028,2,JBCHEPHARM.NS
JBFIND,JBF Industries Limited,BE,25-FEB-2004,10,1,INE187A01017,10,JBFIND.NS
JBMA,JBM Auto Limited,EQ,17-DEC-2004,5,1,INE927D01028,5,JBMA.NS
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,INE782A01015,10,JCHAC.NS
JETAIRWAYS,Jet Airways (India) Limited,BZ,14-MAR-2005,10,1,INE802G01018,10,JETAIRWAYS.NS
JHS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10,1,INE544H01014,10,JHS.NS
JIKIND,JIK Industries Limited,BE,26-NOV-2008,10,1,INE026B01049,10,JIKIND.NS
JINDALPHOT,Jindal Photo Limited,BE,07-APR-2005,10,1,INE796G01012,10,JINDALPHOT.NS
JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10,JINDALPOLY.NS
JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,2,1,INE324A01024,2,JINDALSAW.NS
JINDALSTEL,Jindal Steel & Power Limited,EQ,29-DEC-1999,1,1,INE749A01030,1,JINDALSTEL.NS
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5,JINDRILL.NS
JINDWORLD,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1,JINDWORLD.NS
JISLDVREQS,Jain Irrigation Systems Limited,BE,30-NOV-2011,2,1,IN9175A01010,2,JISLDVREQS.NS
JISLJALEQS,Jain Irrigation Systems Limited,BE,13-AUG-2001,2,1,INE175A01038,2,JISLJALEQS.NS
JITFINFRA,JITF Infralogistics Limited,BE,27-FEB-2017,2,1,INE863T01013,2,JITFINFRA.NS
JIYAECO,Jiya Eco-Products Limited,EQ,19-AUG-2019,10,1,INE023S01016,10,JIYAECO.NS
JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10,JKCEMENT.NS
JKIL,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5,JKIL.NS
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5,JKLAKSHMI.NS
JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10,JKPAPER.NS
JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2,JKTYRE.NS
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2,JMA.NS
JMCPROJECT,JMC Projects (India)  Limited,EQ,26-NOV-2007,2,1,INE890A01024,2,JMCPROJECT.NS
JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1,JMFINANCIL.NS
JMTAUTOLTD,JMT Auto Limited,BE,02-APR-2007,1,1,INE988E01036,1,JMTAUTOLTD.NS
JOCIL,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10,JOCIL.NS
JPASSOCIAT,Jaiprakash Associates Limited,EQ,14-JUN-2004,2,1,INE455F01025,2,JPASSOCIAT.NS
JPINFRATEC,Jaypee Infratech Limited,BE,21-MAY-2010,10,1,INE099J01015,10,JPINFRATEC.NS
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10,JPOLYINVST.NS
JPPOWER,Jaiprakash Power Ventures Limited,BE,18-APR-2005,10,1,INE351F01018,10,JPPOWER.NS
JSL,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2,JSL.NS
