"Symbol","Date","Security Name","Quantity"
"SIEMENS","08-Nov-2019","SIEMENS LTD","2200"
"ICICIBANK","11-Nov-2019","ICICI BANK LTD.","15125"
"KOTAKBANK","11-Nov-2019","KOTAK MAHINDRA BANK LTD","18800"
"INFRATEL","13-Nov-2019","BHARTI INFRATEL LIMITED","30000"
"ASHOKLEY","13-Nov-2019","ASHOK LEYLAND LTD","426000"
"ICICIPRULI","13-Nov-2019","ICICI PRU LIFE INS CO LTD ","34500"
"BHARATFORG","13-Nov-2019","BHARAT FORGE LTD","4800"
"ICICIBANK","13-Nov-2019","ICICI BANK LTD.","20625"
"BHARATFORG","14-Nov-2019","BHARAT FORGE LTD","56400"
"ICICIBANK","14-Nov-2019","ICICI BANK LTD.","200750"
"CHOLAFIN","15-Nov-2019","CHOLAMANDALAM IN &amp; FIN CO","7500"
"KOTAKBANK","15-Nov-2019","KOTAK MAHINDRA BANK LTD","12800"
"ICICIBANK","15-Nov-2019","ICICI BANK LTD.","185625"
"ICICIBANK","18-Nov-2019","ICICI BANK LTD.","210375"
"KOTAKBANK","18-Nov-2019","KOTAK MAHINDRA BANK LTD","10000"
"ICICIBANK","20-Nov-2019","ICICI BANK LTD.","346500"
"PEL","20-Nov-2019","PIRAMAL ENTERPRISES LTD","1208"
"COLPAL","21-Nov-2019","COLGATE PALMOLIVE LTD.","4200"
"ICICIBANK","21-Nov-2019","ICICI BANK LTD.","156750"
"PEL","21-Nov-2019","PIRAMAL ENTERPRISES LTD","302"
"BERGEPAINT","22-Nov-2019","BERGER PAINTS (I) LIMITED","9208"
"BHARATFORG","22-Nov-2019","BHARAT FORGE LTD","85200"
"JUBLFOOD","22-Nov-2019","JUBILANT FOODWORKS LTD","2500"
"BHARATFORG","25-Nov-2019","BHARAT FORGE LTD","40800"
"YESBANK","25-Nov-2019","YES BANK LIMITED","398200"
"COLPAL","26-Nov-2019","COLGATE PALMOLIVE LTD.","1400"
"BOSCHLTD","26-Nov-2019","BOSCH LIMITED","2100"
"ASHOKLEY","26-Nov-2019","ASHOK LEYLAND LTD","450000"
"ICICIBANK","26-Nov-2019","ICICI BANK LTD.","781976"
"PEL","26-Nov-2019","PIRAMAL ENTERPRISES LTD","13892"
"BALKRISIND","27-Nov-2019","BALKRISHNA IND. LTD      ","37600"
"BOSCHLTD","27-Nov-2019","BOSCH LIMITED","900"
"BOSCHLTD","28-Nov-2019","BOSCH LIMITED","240"
"ICICIBANK","28-Nov-2019","ICICI BANK LTD.","330000"
"JUBLFOOD","28-Nov-2019","JUBILANT FOODWORKS LTD","6500"
"BALKRISIND","28-Nov-2019","BALKRISHNA IND. LTD      ","10400"
"BIOCON","29-Nov-2019","BIOCON LIMITED.","79200"
"YESBANK","29-Nov-2019","YES BANK LIMITED","873400"
"KOTAKBANK","29-Nov-2019","KOTAK MAHINDRA BANK LTD","220800"
"INDUSINDBK","29-Nov-2019","INDUSIND BANK LIMITED","1200"
"KOTAKBANK","02-Dec-2019","KOTAK MAHINDRA BANK LTD","192400"
"YESBANK","02-Dec-2019","YES BANK LIMITED","464200"
"ICICIBANK","05-Dec-2019","ICICI BANK LTD.","189750"
"KOTAKBANK","05-Dec-2019","KOTAK MAHINDRA BANK LTD","17460"
"KOTAKBANK","06-Dec-2019","KOTAK MAHINDRA BANK LTD","60940"
"IGL","20-Dec-2019","INDRAPRASTHA GAS LTD","41250"
"BIOCON","23-Dec-2019","BIOCON LIMITED.","1300"
"WIPRO","24-Dec-2019","WIPRO LTD","54400"
"TVSMOTOR","24-Dec-2019","TVS MOTOR COMPANY  LTD","700"
"IGL","26-Dec-2019","INDRAPRASTHA GAS LTD","143000"
"YESBANK","27-Dec-2019","YES BANK LIMITED","114400"
"SRF","27-Dec-2019","SRF LTD","2750"
"IGL","27-Dec-2019","INDRAPRASTHA GAS LTD","11000"
"IBULHSGFIN","27-Dec-2019","INDIABULLS HOUSING FINANCE LIMITED","21600"
"WIPRO","27-Dec-2019","WIPRO LTD","99200"
"IGL","30-Dec-2019","INDRAPRASTHA GAS LTD","40950"
