"Symbol","Date","Security Name","Quantity"
"RELIANCE","31-Oct-2018","RELIANCE INDUSTRIES LTD","25"
"COALINDIA","31-Oct-2018","COALINDIA","90200"
"GAIL","31-Oct-2018","GAIL (INDIA) LTD","34671"
"BOMDYEING","02-Nov-2018","BOMBAY DYEING &amp; MFG. CO L","182"
"IBREALEST","02-Nov-2018","INDIABULLS REAL EST. LTD","26"
"KOTAKBANK","02-Nov-2018","KOTAK MAHINDRA BANK LTD","32800"
"ULTRACEMCO","02-Nov-2018","ULTRATECH CEMENT LIMITED","7000"
"VOLTAS","02-Nov-2018","VOLTAS LTD","5000"
"ULTRACEMCO","06-Nov-2018","ULTRATECH CEMENT LIMITED","7000"
"BOMDYEING","09-Nov-2018","BOMBAY DYEING &amp; MFG. CO L","612"
"IBREALEST","09-Nov-2018","INDIABULLS REAL EST. LTD","197"
"ULTRACEMCO","09-Nov-2018","ULTRATECH CEMENT LIMITED","600"
"KOTAKBANK","13-Nov-2018","KOTAK MAHINDRA BANK LTD","13600"
"BOMDYEING","13-Nov-2018","BOMBAY DYEING &amp; MFG. CO L","447"
"DBL","14-Nov-2018","DILIP BUILDCON LIMITED","32"
"EDELWEISS","19-Nov-2018","EDELWEISS FIN SERV LTD","129"
"VMART","26-Nov-2018","V-MART RETAIL LIMITED","17"
"MCX","27-Nov-2018","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","72"
"MFSL","27-Nov-2018","MAX FINANCIAL SERV LTD","255"
"PVR","27-Nov-2018","PVR LIMITED","72"
"M&amp;M","27-Nov-2018","MAHINDRA &amp; MAHINDRA LTD","16"
"RCOM","27-Nov-2018","RELIANCE COMMUNICATIONS L","12586"
"KTKBANK","27-Nov-2018","KARNATAKA BANK LIMITED","1521"
"INDIACEM","27-Nov-2018","THE INDIA CEMENTS LIMITED","763"
"MANAPPURAM","27-Nov-2018","MANAPPURAM FINANCE LTD","848"
"RAMCOCEM","27-Nov-2018","THE RAMCO CEMENTS LIMITED","201"
